chrom	start	end	tss	gene_id	locus_id	strand
chrII	7759069	7759296	7759087	WBGene00015064	B0228.7	-
chrII	7771048	7771340	7771132	WBGene00015516	C06A8.6	+
chrII	7771048	7771340	7771148	WBGene00015517	C06A8.8	-
chrII	7776759	7776910	7776889	WBGene00015515	spdl-1	+
chrII	7777397	7777518	7777514	WBGene00015515	spdl-1	+
chrII	7777780	7777890	7777774	WBGene00015512	mthf-1	-
chrII	7777964	7778075	7778021	WBGene00015512	mthf-1	-
chrII	7778249	7778424	7778335	WBGene00015512	mthf-1	-
chrII	7779053	7779187	7779080	WBGene00015512	mthf-1	-
chrII	7781200	7781305	7781321	WBGene00015515	spdl-1	+
chrII	7781200	7781305	7781175	WBGene00015513	snpc-1.1	-
chrII	7783306	7783389	7783410	WBGene00004823	skr-17	+
chrII	7783595	7783754	7783773	WBGene00004823	skr-17	+
chrII	7789729	7789916	7789840	WBGene00015514	C06A8.3	+
chrII	7790395	7790532	7790541	WBGene00015514	C06A8.3	+
chrII	7801297	7801459	7801353	WBGene00000516	cki-1	+
chrII	7808796	7808901	7808827	WBGene00000516	cki-1	+
chrII	7809162	7809309	7809312	WBGene00000516	cki-1	+
chrII	7810850	7811037	7811021	WBGene00000516	cki-1	+
chrII	7816420	7816569	7816514	WBGene00000517	cki-2	+
chrII	7836597	7836884	7836655	WBGene00023408	cex-2	-
chrII	7837329	7837487	7837393	WBGene00023408	cex-2	-
chrII	7838233	7838361	7838350	WBGene00002216	klp-3	+
chrII	7839683	7839860	7839805	WBGene00002216	klp-3	+
chrII	7845974	7846096	7846070	WBGene00011633	T09A5.4	+
chrII	7857487	7857597	7857571	WBGene00011641	T09A5.15	+
chrII	7857487	7857597	7857474	WBGene00011636	cec-3	-
chrII	7857670	7857759	7857774	WBGene00011641	T09A5.15	+
chrII	7857670	7857759	7857749	WBGene00011636	cec-3	-
chrII	7860197	7860275	7860314	WBGene00002994	lin-5	+
chrII	7860434	7860574	7860570	WBGene00002994	lin-5	+
chrII	7863859	7863997	7863960	WBGene00011638	ostb-1	+
chrII	7864287	7864394	7864408	WBGene00011638	ostb-1	+
chrII	7870142	7870321	7870235	WBGene00011639	ztf-17	-
chrII	7870694	7870832	7870725	WBGene00011639	ztf-17	-
chrII	7874089	7874184	7874073	WBGene00011349	T01H3.3	-
chrII	7879427	7879541	7879513	WBGene00011351	T01H3.5	+
chrII	7879427	7879541	7879410	WBGene00006913	vha-4	-
chrII	7880453	7880569	7880550	WBGene00011350	perm-1	+
chrII	7880453	7880569	7880450	WBGene00006913	vha-4	-
chrII	7884944	7885076	7885008	WBGene00004208	ptc-1	+
chrII	7892957	7893082	7893065	WBGene00004208	ptc-1	+
chrII	7894970	7895095	7895079	WBGene00014066	rev-1	+
chrII	7907668	7907796	7907683	WBGene00014989	best-23	-
chrII	7909269	7909430	7909351	WBGene00014067	ZK675.4	+
chrII	7909269	7909430	7909330	WBGene00014989	best-23	-
chrII	7910499	7910706	7910516	WBGene00014989	best-23	-
chrII	7935742	7935890	7935726	WBGene00014051	spv-1	-
chrII	7938437	7938610	7938583	WBGene00014052	ZK669.2	-
chrII	7940602	7940805	7940763	WBGene00014053	ZK669.3	+
chrII	7940929	7941149	7941099	WBGene00014053	ZK669.3	+
chrII	7945259	7945373	7945256	WBGene00014054	dbt-1	-
chrII	7947987	7948103	7948005	WBGene00014055	ZK669.5	-
chrII	7982805	7983038	7982923	WBGene00008438	DH11.5	+
chrII	7985148	7985290	7985233	WBGene00008438	DH11.5	+
chrII	8004710	8004954	8004853	WBGene00004005	pgp-11	-
chrII	8008073	8008279	8008244	WBGene00008435	glna-2	+
chrII	8011712	8011870	8011884	WBGene00008436	DH11.2	+
chrII	8012134	8012261	8012264	WBGene00008436	DH11.2	+
chrII	8012416	8012540	8012447	WBGene00008436	DH11.2	+
chrII	8012643	8012794	8012745	WBGene00008436	DH11.2	+
chrII	8015600	8015842	8015693	WBGene00006996	zyg-11	+
chrII	8016193	8016333	8016326	WBGene00006996	zyg-11	+
chrII	8017329	8017475	8017413	WBGene00006996	zyg-11	+
chrII	8028209	8028544	8028452	WBGene00007433	swsn-7	-
chrII	8032712	8032869	8032766	WBGene00003813	nrf-6	-
chrII	8039501	8039613	8039613	WBGene00007435	C08B11.8	+
chrII	8039501	8039613	8039488	WBGene00006724	ubh-4	-
chrII	8039675	8039753	8039746	WBGene00007435	C08B11.8	+
chrII	8039675	8039753	8039742	WBGene00006724	ubh-4	-
chrII	8041746	8041873	8041790	WBGene00011507	T05H10.1	+
chrII	8041746	8041873	8041721	WBGene00006724	ubh-4	-
chrII	8050467	8050587	8050506	WBGene00011508	T05H10.3	-
chrII	8051379	8051553	8051385	WBGene00011508	T05H10.3	-
chrII	8052233	8052471	8052400	WBGene00011509	T05H10.4	+
chrII	8052879	8053105	8052978	WBGene00011509	T05H10.4	+
chrII	8062338	8062462	8062455	WBGene00006734	ufd-2	+
chrII	8062618	8062747	8062714	WBGene00006734	ufd-2	+
chrII	8070732	8070886	8070735	WBGene00011511	gpcp-2	-
chrII	8071063	8071230	8071171	WBGene00011511	gpcp-2	-
chrII	8073292	8073526	8073336	WBGene00011511	gpcp-2	-
chrII	8078127	8078319	8078142	WBGene00010503	K02C4.5	+
chrII	8086912	8087020	8086914	WBGene00010502	K02C4.3	-
chrII	8092753	8092876	8092776	WBGene00003089	ltd-1	-
chrII	8093077	8093195	8093090	WBGene00003089	ltd-1	-
chrII	8099284	8099471	8099327	WBGene00003089	ltd-1	-
chrII	8105092	8105240	8105109	WBGene00044049	sfxn-5	-
chrII	8114596	8114754	8114756	WBGene00006832	unc-105	+
chrII	8116226	8116351	8116193	WBGene00006832	unc-105	+
chrII	8118067	8118241	8118188	WBGene00006832	unc-105	+
chrII	8124971	8125082	8125082	WBGene00006739	ulp-4	+
chrII	8124971	8125082	8125001	WBGene00002147	ire-1	-
chrII	8125550	8125727	8125554	WBGene00002147	ire-1	-
chrII	8126211	8126371	8126316	WBGene00006739	ulp-4	+
chrII	8126211	8126371	8126232	WBGene00002147	ire-1	-
chrII	8128750	8128961	8128908	WBGene00006739	ulp-4	+
chrII	8129581	8129746	8129598	WBGene00006739	ulp-4	+
chrII	8129943	8130072	8129929	WBGene00006739	ulp-4	+
chrII	8136937	8137074	8137021	WBGene00008052	ctns-1	-
chrII	8137383	8137497	8137340	WBGene00008053	cdc-48.2	+
chrII	8137383	8137497	8137397	WBGene00008052	ctns-1	-
chrII	8137576	8137683	8137632	WBGene00008053	cdc-48.2	+
chrII	8138101	8138207	8138179	WBGene00008053	cdc-48.2	+
chrII	8143365	8143476	8143454	WBGene00004421	rpl-10	+
chrII	8143365	8143476	8143374	WBGene00008642	F10B5.8	-
chrII	8144653	8144843	8144688	WBGene00008642	F10B5.8	-
chrII	8150026	8150152	8150045	WBGene00008640	F10B5.3	-
chrII	8157022	8157174	8157124	WBGene00008643	tmem-138	+
chrII	8157022	8157174	8157013	WBGene00006655	tub-1	-
chrII	8158065	8158187	8158173	WBGene00008641	pch-2	+
chrII	8162336	8162438	8162482	WBGene00004510	rrf-3	+
chrII	8162336	8162438	8162343	WBGene00001281	emb-27	-
chrII	8169378	8169525	8169520	WBGene00219289	T05C12.15	+
chrII	8177160	8177287	8177229	WBGene00000053	acr-14	-
chrII	8185097	8185209	8185229	WBGene00000377	cct-1	+
chrII	8185097	8185209	8185073	WBGene00003241	mig-5	-
chrII	8193955	8194204	8194143	WBGene00004264	qua-1	+
chrII	8198176	8198342	8198328	WBGene00004264	qua-1	+
chrII	8214619	8214755	8214734	WBGene00002066	ifg-1	+
chrII	8216464	8216573	8216563	WBGene00002066	ifg-1	+
chrII	8216464	8216573	8216427	WBGene00010913	M110.3	-
chrII	8216852	8216986	8216910	WBGene00002066	ifg-1	+
chrII	8248823	8249007	8248938	WBGene00009403	F35C11.4	+
chrII	8249760	8249892	8249870	WBGene00009403	F35C11.4	+
chrII	8259152	8259304	8259209	WBGene00009405	F35C11.6	-
chrII	8259644	8259814	8259720	WBGene00009405	F35C11.6	-
chrII	8264568	8264938	8264813	WBGene00010456	K01C8.1	+
chrII	8267740	8267883	8267836	WBGene00006562	tdc-1	+
chrII	8270139	8270324	8270243	WBGene00006562	tdc-1	+
chrII	8270139	8270324	8270167	WBGene00010457	K01C8.2	-
chrII	8276147	8276282	8276292	WBGene00010459	slc-25A32	+
chrII	8276147	8276282	8276197	WBGene00001571	gei-14	-
chrII	8283322	8283428	8283423	WBGene00000379	cct-4	+
chrII	8283322	8283428	8283324	WBGene00003821	nst-1	-
chrII	8296167	8296335	8296191	WBGene00008820	nlp-55	-
chrII	8303403	8303648	8303425	WBGene00008820	nlp-55	-
chrII	8313740	8313897	8313800	WBGene00008819	shw-1	-
chrII	8325250	8325356	8325351	WBGene00007744	C26D10.3	+
chrII	8325250	8325356	8325246	WBGene00004304	ran-3	-
chrII	8329030	8329164	8329013	WBGene00001840	hel-1	-
chrII	8329625	8329745	8329697	WBGene00007745	C26D10.4	+
chrII	8339861	8340027	8340017	WBGene00001159	eff-1	+
chrII	8341913	8342044	8342023	WBGene00001159	eff-1	+
chrII	8354821	8354938	8354812	WBGene00007746	C26D10.6	-
chrII	8356133	8356286	8356215	WBGene00007746	C26D10.6	-
chrII	8359400	8359582	8359559	WBGene00010948	M195.2	+
chrII	8359400	8359582	8359408	WBGene00000653	col-77	-
chrII	8378342	8378511	8378466	WBGene00009904	F49E12.12	+
chrII	8386905	8387121	8387074	WBGene00009902	drd-1	+
chrII	8387208	8387354	8387336	WBGene00009902	drd-1	+
chrII	8387943	8388069	8388041	WBGene00009902	drd-1	+
chrII	8390907	8391036	8390992	WBGene00009903	F49E12.10	+
chrII	8394230	8394358	8394288	WBGene00009901	F49E12.8	-
chrII	8399101	8399319	8399169	WBGene00009898	dod-23	-
chrII	8404986	8405175	8405038	WBGene00009897	skpo-1	-
chrII	8405264	8405533	8405458	WBGene00006719	ubc-24	+
chrII	8405264	8405533	8405410	WBGene00009897	skpo-1	-
chrII	8412120	8412360	8412290	WBGene00009899	efl-3	+
chrII	8417488	8417632	8417616	WBGene00008799	F14E5.1	+
chrII	8429030	8429135	8429023	WBGene00008800	F14E5.2	-
chrII	8429598	8429758	8429613	WBGene00008800	F14E5.2	-
chrII	8438951	8439092	8439105	WBGene00008803	lips-10	+
chrII	8442303	8442419	8442406	WBGene00001230	eif-3.G	+
chrII	8446869	8447008	8446868	WBGene00009041	cut-3	-
chrII	8449765	8450015	8449970	WBGene00009042	F22B5.4	+
chrII	8451497	8451660	8451556	WBGene00009042	F22B5.4	+
chrII	8456009	8456228	8456127	WBGene00009044	F22B5.6	-
chrII	8456706	8456847	8456843	WBGene00006994	zyg-9	+
chrII	8456706	8456847	8456750	WBGene00009044	F22B5.6	-
chrII	8457084	8457196	8457164	WBGene00006994	zyg-9	+
chrII	8457505	8457637	8457543	WBGene00006994	zyg-9	+
chrII	8464640	8464742	8464725	WBGene00001498	fars-3	+
chrII	8483841	8483988	8483957	WBGene00001523	gbh-2	+
chrII	8483841	8483988	8483846	WBGene00010879	M05D6.6	-
chrII	8484570	8484690	8484671	WBGene00001523	gbh-2	+
chrII	8485659	8485810	8485772	WBGene00001523	gbh-2	+
chrII	8485659	8485810	8485717	WBGene00010879	M05D6.6	-
chrII	8498998	8499305	8499063	WBGene00011755	T13H5.1	-
chrII	8506814	8506939	8506857	WBGene00011755	T13H5.1	-
chrII	8510866	8511096	8510905	WBGene00011755	T13H5.1	-
chrII	8511414	8511630	8511431	WBGene00011755	T13H5.1	-
chrII	8512960	8513096	8513077	WBGene00011756	ctg-2	+
chrII	8513735	8513869	8513882	WBGene00011756	ctg-2	+
chrII	8516847	8516955	8516937	WBGene00004383	rnh-2	+
chrII	8525435	8525536	8525542	WBGene00011759	mrps-18B	+
chrII	8525435	8525536	8525449	WBGene00011758	T13H5.4	-
chrII	8531282	8531538	8531316	WBGene00011760	T13H5.6	-
chrII	8532034	8532197	8532046	WBGene00011760	T13H5.6	-
chrII	8538988	8539143	8539125	WBGene00004155	pqn-73	+
chrII	8560750	8560933	8560906	WBGene00002065	iff-2	-
chrII	8561336	8561482	8561498	WBGene00175035	F54C9.14	+
chrII	8561336	8561482	8561319	WBGene00002065	iff-2	-
chrII	8566160	8566273	8566156	WBGene00006059	stc-1	-
chrII	8566929	8567112	8566963	WBGene00010041	F54C9.3	-
chrII	8568921	8569148	8569094	WBGene00004416	rpl-5	+
chrII	8568921	8569148	8569036	WBGene00000615	col-38	-
chrII	8569405	8569514	8569553	WBGene00004416	rpl-5	+
chrII	8569870	8570020	8569869	WBGene00004416	rpl-5	+
chrII	8572903	8573072	8573027	WBGene00010043	F54C9.7	+
chrII	8575401	8575528	8575459	WBGene00004241	puf-5	+
chrII	8577748	8577919	8577890	WBGene00010044	F54C9.9	+
chrII	8581585	8581722	8581717	WBGene00000187	arl-1	+
chrII	8585104	8585221	8585112	WBGene00010045	F54C9.11	-
chrII	8589301	8589477	8589309	WBGene00010045	F54C9.11	-
chrII	8593949	8594113	8594047	WBGene00009203	aptf-3	+
chrII	8599310	8599445	8599371	WBGene00009205	F28C6.5	+
chrII	8599310	8599445	8599349	WBGene00009204	F28C6.4	-
chrII	8602424	8602533	8602522	WBGene00004440	rpl-26	+
chrII	8602424	8602533	8602399	WBGene00000773	cpf-1	-
chrII	8603642	8603775	8603771	WBGene00006307	suf-1	+
chrII	8622164	8622279	8622176	WBGene00011924	T22C8.3	-
chrII	8625208	8625421	8625409	WBGene00011926	sptf-2	+
chrII	8630085	8630297	8630178	WBGene00011927	T22C8.6	-
chrII	8637733	8637850	8637753	WBGene00006875	vab-9	-
chrII	8641193	8641361	8641342	WBGene00008432	D2085.7	+
chrII	8645449	8645569	8645448	WBGene00006875	vab-9	-
chrII	8650739	8650872	8650827	WBGene00004259	pyr-1	+
chrII	8658840	8659036	8659003	WBGene00008427	atg-10	+
chrII	8661644	8661759	8661722	WBGene00008428	eif-2Bepsilon	+
chrII	8661644	8661759	8661634	WBGene00008431	piga-1	-
chrII	8679866	8680004	8679857	WBGene00008430	hgap-2	-
chrII	8683338	8683452	8683382	WBGene00008430	hgap-2	-
chrII	8684038	8684133	8684098	WBGene00194940	C34C6.9	+
chrII	8684927	8685053	8685018	WBGene00194940	C34C6.9	+
chrII	8684927	8685053	8684966	WBGene00008430	hgap-2	-
chrII	8685777	8686010	8685853	WBGene00008430	hgap-2	-
chrII	8701177	8701273	8701215	WBGene00007918	sphk-1	-
chrII	8704510	8704633	8704618	WBGene00004194	prx-5	+
chrII	8704510	8704633	8704522	WBGene00000432	ceh-7	-
chrII	8707056	8707261	8707218	WBGene00007919	cup-16	+
chrII	8715194	8715570	8715348	WBGene00206502	T01B7.13	+
chrII	8716456	8716557	8716564	WBGene00011311	T01B7.5	+
chrII	8716456	8716557	8716446	WBGene00000887	cyn-11	-
chrII	8717690	8717838	8717711	WBGene00000887	cyn-11	-
chrII	8718159	8718272	8718286	WBGene00011311	T01B7.5	+
chrII	8722124	8722350	8722305	WBGene00011312	trcs-2	+
chrII	8730266	8730386	8730266	WBGene00011314	T01B7.9	-
chrII	8732675	8732847	8732827	WBGene00004397	rol-6	+
chrII	8739058	8739218	8739233	WBGene00010681	mak-1	+
chrII	8739058	8739218	8739052	WBGene00011313	T01B7.8	-
chrII	8739744	8739905	8739848	WBGene00010681	mak-1	+
chrII	8740370	8740661	8740443	WBGene00010681	mak-1	+
chrII	8740370	8740661	8740455	WBGene00011313	T01B7.8	-
chrII	8742373	8742606	8742390	WBGene00011313	T01B7.8	-
chrII	8743041	8743141	8743135	WBGene00010681	mak-1	+
chrII	8743442	8743694	8743554	WBGene00010681	mak-1	+
chrII	8746835	8747009	8746862	WBGene00011313	T01B7.8	-
chrII	8747217	8747404	8747299	WBGene00011313	T01B7.8	-
chrII	8748018	8748236	8748202	WBGene00000220	atf-2	+
chrII	8748018	8748236	8748214	WBGene00011313	T01B7.8	-
chrII	8765105	8765281	8765111	WBGene00000240	pah-1	-
chrII	8766116	8766261	8766126	WBGene00010682	K08F8.5	+
chrII	8766116	8766261	8766098	WBGene00000240	pah-1	-
chrII	8766293	8766387	8766393	WBGene00010682	K08F8.5	+
chrII	8766293	8766387	8766311	WBGene00000240	pah-1	-
chrII	8769508	8769651	8769662	WBGene00002295	let-19	+
chrII	8770783	8771020	8770923	WBGene00002295	let-19	+
chrII	8783561	8783704	8783578	WBGene00004790	sgn-1	-
chrII	8784502	8784695	8784538	WBGene00004790	sgn-1	-
chrII	8790247	8790391	8790416	WBGene00008563	F07H5.13	+
chrII	8796441	8796607	8796615	WBGene00008558	F07H5.7	-
chrII	8806932	8807059	8806955	WBGene00008560	pho-13	-
chrII	8809255	8809429	8809334	WBGene00009783	rer-1	+
chrII	8811121	8811224	8811202	WBGene00009783	rer-1	+
chrII	8811121	8811224	8811144	WBGene00009784	F46C5.9	-
chrII	8813648	8813905	8813744	WBGene00009784	F46C5.9	-
chrII	8814263	8814428	8814267	WBGene00009784	F46C5.9	-
chrII	8818330	8818507	8818329	WBGene00009785	F46C5.10	-
chrII	8819353	8819497	8819328	WBGene00009785	F46C5.10	-
chrII	8821178	8821417	8821230	WBGene00009778	F46C5.1	-
chrII	8829993	8830163	8830032	WBGene00009779	F46C5.2	-
chrII	8833241	8833423	8833292	WBGene00009779	F46C5.2	-
chrII	8844459	8844567	8844431	WBGene00009781	F46C5.6	-
chrII	8844785	8844945	8844934	WBGene00011767	agxt-1	+
chrII	8844785	8844945	8844848	WBGene00009781	F46C5.6	-
chrII	8852158	8852358	8852209	WBGene00011768	oac-46	-
chrII	8853966	8854170	8853990	WBGene00011768	oac-46	-
chrII	8856578	8856786	8856606	WBGene00011768	oac-46	-
chrII	8866924	8867068	8866946	WBGene00011578	npr-20	-
chrII	8874318	8874456	8874426	WBGene00011579	T07D4.2	-
chrII	8884331	8884442	8884447	WBGene00011580	ddx-19	+
chrII	8884331	8884442	8884332	WBGene00045407	T07D4.5	-
chrII	8884631	8884773	8884781	WBGene00011580	ddx-19	+
chrII	8884631	8884773	8884620	WBGene00045407	T07D4.5	-
chrII	8889720	8889924	8889825	WBGene00002251	lat-1	+
chrII	8890104	8890206	8890202	WBGene00002251	lat-1	+
chrII	8891517	8891827	8891603	WBGene00002251	lat-1	+
chrII	8895231	8895448	8895353	WBGene00002251	lat-1	+
chrII	8896552	8896671	8896647	WBGene00002251	lat-1	+
chrII	8922035	8922178	8922186	WBGene00007180	B0457.6	+
chrII	8926497	8926651	8926625	WBGene00000378	cct-2	+
chrII	8926497	8926651	8926558	WBGene00007178	B0457.2	-
chrII	8927302	8927419	8927432	WBGene00000378	cct-2	+
chrII	8927302	8927419	8927310	WBGene00007178	B0457.2	-
chrII	8931440	8931579	8931590	WBGene00011884	enol-1	+
chrII	8931786	8931930	8931952	WBGene00011884	enol-1	+
chrII	8934160	8934309	8934190	WBGene00011885	T21B10.3	+
chrII	8940391	8940585	8940547	WBGene00011886	T21B10.4	+
chrII	8940391	8940585	8940455	WBGene00011887	set-17	-
chrII	8940656	8940762	8940710	WBGene00011886	T21B10.4	+
chrII	8940656	8940762	8940659	WBGene00011887	set-17	-
chrII	8947583	8947711	8947581	WBGene00011888	cutl-15	-
chrII	8948037	8948183	8948050	WBGene00011888	cutl-15	-
chrII	8951175	8951446	8951257	WBGene00011888	cutl-15	-
chrII	8952683	8952853	8952715	WBGene00011888	cutl-15	-
chrII	8955688	8955850	8955833	WBGene00000286	cal-2	+
chrII	8959840	8959992	8959916	WBGene00000286	cal-2	+
chrII	8964914	8965026	8965005	WBGene00007683	C18E9.2	+
chrII	8964914	8965026	8964927	WBGene00007684	C18E9.4	-
chrII	8969314	8969431	8969348	WBGene00004105	szy-20	-
chrII	8969571	8969676	8969548	WBGene00004105	szy-20	-
chrII	8969882	8970022	8969956	WBGene00007685	C18E9.5	+
chrII	8969882	8970022	8969872	WBGene00004105	szy-20	-
chrII	8973744	8973847	8973782	WBGene00007686	tomm-40	-
chrII	8985540	8985702	8985523	WBGene00007687	C18E9.7	-
chrII	8989583	8989715	8989644	WBGene00007689	C18E9.9	-
chrII	8991642	8991809	8991800	WBGene00003870	ooc-5	+
chrII	8991642	8991809	8991660	WBGene00007689	C18E9.9	-
chrII	8992851	8992959	8992971	WBGene00003870	ooc-5	+
chrII	8997541	8997648	8997648	WBGene00006514	tdp-1	+
chrII	8997541	8997648	8997575	WBGene00009713	F44G4.3	-
chrII	9005057	9005212	9005095	WBGene00009716	F44G4.7	-
chrII	9019780	9019906	9019781	WBGene00009717	dep-1	-
chrII	9020771	9020926	9020766	WBGene00009717	dep-1	-
chrII	9029144	9029330	9029213	WBGene00009504	F37B12.1	-
chrII	9033091	9033298	9033134	WBGene00009504	F37B12.1	-
chrII	9038126	9038358	9038260	WBGene00001527	gcs-1	-
chrII	9039011	9039141	9039062	WBGene00001527	gcs-1	-
chrII	9054154	9054338	9054229	WBGene00011976	T24B8.2	+
chrII	9054684	9054795	9054772	WBGene00011976	T24B8.2	+
chrII	9054684	9054795	9054701	WBGene00011980	T24B8.7	-
chrII	9057347	9057455	9057338	WBGene00004446	rpl-32	-
chrII	9057710	9057851	9057720	WBGene00004446	rpl-32	-
chrII	9061195	9061309	9061215	WBGene00011977	T24B8.3	-
chrII	9061598	9061740	9061594	WBGene00011977	T24B8.3	-
chrII	9062400	9062528	9062393	WBGene00011977	T24B8.3	-
chrII	9067899	9068011	9067888	WBGene00011978	T24B8.4	-
chrII	9071467	9071628	9071506	WBGene00011978	T24B8.4	-
chrII	9075724	9075893	9075769	WBGene00011978	T24B8.4	-
chrII	9076548	9076682	9076557	WBGene00011978	T24B8.4	-
chrII	9078360	9078536	9078411	WBGene00011978	T24B8.4	-
chrII	9082115	9082284	9082110	WBGene00011978	T24B8.4	-
chrII	9082947	9083249	9083080	WBGene00011979	T24B8.5	-
chrII	9086203	9086310	9086279	WBGene00001950	hlh-3	+
chrII	9093005	9093149	9093013	WBGene00007421	C07H4.1	-
chrII	9094458	9094594	9094537	WBGene00007421	C07H4.1	-
chrII	9099088	9099193	9099205	WBGene00012000	T24H10.1	+
chrII	9099088	9099193	9099082	WBGene00000532	clh-5	-
chrII	9108525	9108640	9108538	WBGene00001041	dnj-23	-
chrII	9109001	9109080	9109059	WBGene00012002	T24H10.4	+
chrII	9109001	9109080	9108960	WBGene00001041	dnj-23	-
chrII	9109233	9109388	9109382	WBGene00012002	T24H10.4	+
chrII	9109233	9109388	9109238	WBGene00001041	dnj-23	-
chrII	9112950	9113130	9113104	WBGene00012005	jun-1	+
chrII	9116461	9116647	9116583	WBGene00012005	jun-1	+
chrII	9116928	9117100	9116971	WBGene00001041	dnj-23	-
chrII	9118659	9118845	9118783	WBGene00012005	jun-1	+
chrII	9124078	9124227	9124212	WBGene00012005	jun-1	+
chrII	9142450	9142572	9142540	WBGene00012421	Y9C2UA.1	+
chrII	9147788	9147973	9147910	WBGene00012322	W07A12.4	+
chrII	9148183	9148322	9148287	WBGene00012322	W07A12.4	+
chrII	9154400	9154527	9154492	WBGene00012323	oac-54	+
chrII	9157183	9157350	9157329	WBGene00012323	oac-54	+
chrII	9160238	9160464	9160450	WBGene00012324	rhy-1	+
chrII	9161163	9161279	9161319	WBGene00012324	rhy-1	+
chrII	9169534	9169646	9169641	WBGene00001061	dpl-1	+
chrII	9177185	9177294	9177291	WBGene00011967	pir-1	+
chrII	9177185	9177294	9177198	WBGene00004752	sec-5	-
chrII	9181221	9181358	9181251	WBGene00006367	sym-2	-
chrII	9185939	9186105	9185959	WBGene00006367	sym-2	-
chrII	9186371	9186529	9186446	WBGene00006367	sym-2	-
chrII	9195756	9195924	9195876	WBGene00002299	let-23	+
chrII	9196335	9196503	9196448	WBGene00002299	let-23	+
chrII	9198575	9198759	9198690	WBGene00002299	let-23	+
chrII	9213124	9213239	9213236	WBGene00014208	ZK1067.2	+
chrII	9227173	9227328	9227165	WBGene00004174	abu-14	-
chrII	9231305	9231444	9231436	WBGene00001761	gst-13	+
chrII	9232595	9232807	9232777	WBGene00012032	T26C5.2	+
chrII	9238925	9239118	9239081	WBGene00012033	T26C5.3	+
chrII	9239651	9239835	9239717	WBGene00012033	T26C5.3	+
chrII	9241723	9241904	9241880	WBGene00012033	T26C5.3	+
chrII	9241991	9242165	9242128	WBGene00012033	T26C5.3	+
chrII	9262084	9262267	9262086	WBGene00000170	aqp-2	-
chrII	9264131	9264213	9264127	WBGene00000170	aqp-2	-
chrII	9268999	9269242	9269204	WBGene00007225	C01G6.3	+
chrII	9274043	9274194	9274044	WBGene00007226	C01G6.4	-
chrII	9280078	9280190	9280173	WBGene00007227	C01G6.5	-
chrII	9282795	9283057	9282997	WBGene00006510	mtrr-1	+
chrII	9282795	9283057	9282828	WBGene00007227	C01G6.5	-
chrII	9285319	9285424	9285327	WBGene00007227	C01G6.5	-
chrII	9285745	9285892	9285871	WBGene00006510	mtrr-1	+
chrII	9285745	9285892	9285842	WBGene00007227	C01G6.5	-
chrII	9286430	9286549	9286462	WBGene00007227	C01G6.5	-
chrII	9291688	9291827	9291766	WBGene00007228	acs-7	+
chrII	9291688	9291827	9291709	WBGene00007227	C01G6.5	-
chrII	9299702	9299866	9299718	WBGene00000289	cam-1	-
chrII	9304865	9304991	9304937	WBGene00000289	cam-1	-
chrII	9316843	9316992	9316894	WBGene00000289	cam-1	-
chrII	9319142	9319243	9319212	WBGene00008402	wdfy-2	+
chrII	9319490	9319592	9319542	WBGene00008402	wdfy-2	+
chrII	9323019	9323123	9323148	WBGene00006520	tag-175	+
chrII	9323019	9323123	9323016	WBGene00004286	rab-39	-
chrII	9336731	9336854	9336811	WBGene00004744	scp-1	+
chrII	9352733	9352836	9352814	WBGene00009627	cup-15	+
chrII	9352733	9352836	9352765	WBGene00006433	sdhb-1	-
chrII	9356761	9356962	9356805	WBGene00006433	sdhb-1	-
chrII	9373435	9373550	9373557	WBGene00175031	C06C3.12	+
chrII	9373435	9373550	9373438	WBGene00007374	C06C3.3	-
chrII	9374863	9375059	9374977	WBGene00175031	C06C3.12	+
chrII	9377091	9377197	9377080	WBGene00044169	C06C3.10	-
chrII	9378282	9378389	9378264	WBGene00044169	C06C3.10	-
chrII	9397448	9397653	9397501	WBGene00013091	Y51B9A.9	-
chrII	9412114	9412343	9412288	WBGene00006429	arrd-3	+
chrII	9412114	9412343	9412140	WBGene00014813	M176.9	-
chrII	9416731	9416835	9416826	WBGene00010942	chch-3	+
chrII	9416731	9416835	9416771	WBGene00010941	gss-1	-
chrII	9416912	9416998	9416944	WBGene00010942	chch-3	+
chrII	9416912	9416998	9417036	WBGene00010941	gss-1	-
chrII	9418419	9418562	9418503	WBGene00010943	M176.4	+
chrII	9427710	9427897	9427778	WBGene00010944	M176.5	-
chrII	9433561	9433701	9433534	WBGene00002199	kin-15	-
chrII	9436067	9436275	9436210	WBGene00002200	kin-16	-
chrII	9438202	9438364	9438213	WBGene00010945	chil-13	-
chrII	9447687	9447885	9447846	WBGene00011161	chil-18	+
chrII	9454490	9454718	9454544	WBGene00011162	chil-19	-
chrII	9468487	9468615	9468494	WBGene00011167	chil-23	-
chrII	9470062	9470270	9470168	WBGene00044807	T19H5.6	-
chrII	9491037	9491213	9491030	WBGene00011849	T19H5.4	-
chrII	9492006	9492177	9492138	WBGene00011849	T19H5.4	-
chrII	9498599	9498780	9498749	WBGene00011849	T19H5.4	-
chrII	9501278	9501393	9501252	WBGene00011849	T19H5.4	-
chrII	9523610	9523742	9523768	WBGene00003231	mex-6	+
chrII	9553310	9553454	9553383	WBGene00009446	F35H8.1	-
chrII	9553606	9553762	9553754	WBGene00009447	F35H8.2	+
chrII	9553606	9553762	9553635	WBGene00009446	F35H8.1	-
